logg,Teff,Z,L/HP,aLSM,bLSM,aPCM,bPCM,chi2,Type,Mod
4.5,7600,0.0,2.0,0.2559,0.2329,0.0805,0.6107,0.0758,q,PC
5.0,7600,0.0,2.0,0.254,0.2299,0.1233,0.51,0.0718,q,PC
5.5,7600,0.0,2.0,0.2222,0.2569,0.1183,0.4814,0.0707,q,PC
6.0,7600,0.0,2.0,0.2043,0.2687,0.1383,0.4152,0.0708,q,PC
2.5,7800,0.0,2.0,0.2047,0.3641,-0.1234,1.1569,0.1486,q,PC
3.0,7800,0.0,2.0,0.2214,0.2969,-0.0974,1.028,0.1031,q,PC
3.5,7800,0.0,2.0,0.2217,0.2718,-0.0611,0.9013,0.0913,q,PC
4.0,7800,0.0,2.0,0.2396,0.2457,0.0144,0.7357,0.0811,q,PC
4.5,7800,0.0,2.0,0.2448,0.2339,0.0627,0.6262,0.0755,q,PC
5.0,7800,0.0,2.0,0.2448,0.2304,0.105,0.5301,0.0732,q,PC
5.5,7800,0.0,2.0,0.2162,0.2555,0.1092,0.4864,0.0709,q,PC
6.0,7800,0.0,2.0,0.1987,0.2672,0.131,0.417,0.0705,q,PC
2.5,8000,0.0,2.0,0.1929,0.3691,-0.1436,1.1877,0.1569,q,PC
3.0,8000,0.0,2.0,0.2074,0.3033,-0.1168,1.0483,0.1118,q,PC
3.5,8000,0.0,2.0,0.216,0.27,-0.0759,0.9217,0.0948,q,PC
4.0,8000,0.0,2.0,0.2273,0.2465,-0.0055,0.754,0.0834,q,PC
4.5,8000,0.0,2.0,0.2331,0.2353,0.0366,0.6597,0.0765,q,PC
5.0,8000,0.0,2.0,0.2355,0.2307,0.0852,0.5537,0.0747,q,PC
5.5,8000,0.0,2.0,0.2013,0.2473,0.0901,0.488,0.0758,q,PC
6.0,8000,0.0,2.0,0.1933,0.2654,0.1205,0.4257,0.0704,q,PC
2.5,8200,0.0,2.0,0.1814,0.3822,-0.1569,1.2117,0.1763,q,PC
3.0,8200,0.0,2.0,0.1961,0.3058,-0.1351,1.0676,0.1147,q,PC
3.5,8200,0.0,2.0,0.2039,0.271,-0.0977,0.9451,0.0963,q,PC
4.0,8200,0.0,2.0,0.2147,0.2467,-0.0356,0.7941,0.086,q,PC
4.5,8200,0.0,2.0,0.221,0.2358,0.0132,0.6848,0.0779,q,PC
5.0,8200,0.0,2.0,0.2254,0.2286,0.067,0.5686,0.0731,q,PC
5.5,8200,0.0,2.0,0.1953,0.2466,0.0825,0.4908,0.0771,q,PC
6.0,8200,0.0,2.0,0.1866,0.2657,0.1059,0.4423,0.0712,q,PC
2.5,8400,0.0,2.0,0.1741,0.3912,-0.1692,1.2459,0.1896,q,PC
3.0,8400,0.0,2.0,0.1883,0.3059,-0.1539,1.0968,0.1169,q,PC
3.5,8400,0.0,2.0,0.1943,0.2707,-0.1139,0.9596,0.0979,q,PC
4.0,8400,0.0,2.0,0.2042,0.2456,-0.0573,0.8186,0.0886,q,PC
4.5,8400,0.0,2.0,0.2093,0.2355,-0.004,0.6968,0.0807,q,PC
5.0,8400,0.0,2.0,0.2149,0.2288,0.0528,0.577,0.0748,q,PC
5.5,8400,0.0,2.0,0.1949,0.2431,0.0811,0.4895,0.0781,q,PC
6.0,8400,0.0,2.0,0.1827,0.262,0.0951,0.4531,0.0723,q,PC
2.5,8600,0.0,2.0,0.1678,0.4012,-0.1753,1.2614,0.2031,q,PC
3.0,8600,0.0,2.0,0.1829,0.3066,-0.171,1.1296,0.1188,q,PC
3.5,8600,0.0,2.0,0.1872,0.2693,-0.1319,0.9845,0.0987,q,PC
4.0,8600,0.0,2.0,0.1911,0.2468,-0.0786,0.8375,0.0885,q,PC
4.5,8600,0.0,2.0,0.1983,0.235,-0.0194,0.7061,0.0834,q,PC
5.0,8600,0.0,2.0,0.2042,0.2284,0.0389,0.5836,0.077,q,PC
5.5,8600,0.0,2.0,0.2084,0.2261,0.0921,0.4766,0.074,q,PC
6.0,8600,0.0,2.0,0.1793,0.2578,0.0889,0.4549,0.0741,q,PC
2.5,8800,0.0,2.0,0.1605,0.4181,-0.1784,1.2783,0.2222,q,PC
3.0,8800,0.0,2.0,0.1788,0.3096,-0.1798,1.1461,0.1206,q,PC
3.5,8800,0.0,2.0,0.1821,0.2687,-0.1544,1.0273,0.099,q,PC
4.0,8800,0.0,2.0,0.1838,0.2463,-0.0914,0.8493,0.0899,q,PC
4.5,8800,0.0,2.0,0.1887,0.2337,-0.0339,0.7156,0.0848,q,PC
5.0,8800,0.0,2.0,0.1933,0.2273,0.0248,0.5899,0.0798,q,PC
5.5,8800,0.0,2.0,0.1994,0.2241,0.0807,0.4802,0.0752,q,PC
6.0,8800,0.0,2.0,0.1753,0.2537,0.0832,0.4544,0.0757,q,PC
2.5,9000,0.0,2.0,0.1692,0.4017,-0.1811,1.2996,0.1671,q,PC
3.0,9000,0.0,2.0,0.1748,0.3151,-0.1893,1.1704,0.1241,q,PC
3.5,9000,0.0,2.0,0.1786,0.2684,-0.1632,1.0398,0.0987,q,PC
4.0,9000,0.0,2.0,0.1791,0.2436,-0.1084,0.8747,0.0897,q,PC
4.5,9000,0.0,2.0,0.1796,0.2326,-0.0612,0.7545,0.0845,q,PC
5.0,9000,0.0,2.0,0.1849,0.2245,0.0122,0.5962,0.0812,q,PC
5.5,9000,0.0,2.0,0.1893,0.2233,0.0636,0.4945,0.0776,q,PC
6.0,9000,0.0,2.0,0.173,0.2473,0.0795,0.4512,0.0777,q,PC
2.5,9200,0.0,2.0,0.1622,0.4195,-0.1819,1.309,0.1811,q,PC
3.0,9200,0.0,2.0,0.1746,0.3136,-0.1979,1.1933,0.1153,q,PC
3.5,9200,0.0,2.0,0.1754,0.2695,-0.1688,1.0464,0.0993,q,PC
4.0,9200,0.0,2.0,0.1748,0.2433,-0.1253,0.9041,0.0904,q,PC
4.5,9200,0.0,2.0,0.174,0.2313,-0.0786,0.7796,0.0852,q,PC
5.0,9200,0.0,2.0,0.1766,0.2239,-0.0118,0.6296,0.0829,q,PC
5.5,9200,0.0,2.0,0.18,0.2209,0.038,0.5268,0.0794,q,PC
6.0,9200,0.0,2.0,0.1729,0.2368,0.0772,0.4453,0.0771,q,PC
2.5,9400,0.0,2.0,0.1534,0.4409,-0.1828,1.3233,0.2001,q,PC
3.0,9400,0.0,2.0,0.1705,0.3206,-0.2027,1.2048,0.1185,q,PC
3.5,9400,0.0,2.0,0.1721,0.2726,-0.1759,1.0602,0.1009,q,PC
4.0,9400,0.0,2.0,0.1714,0.2437,-0.1347,0.9185,0.091,q,PC
4.5,9400,0.0,2.0,0.1701,0.23,-0.0876,0.7893,0.0856,q,PC
5.0,9400,0.0,2.0,0.1693,0.2225,-0.0314,0.6543,0.0825,q,PC
5.5,9400,0.0,2.0,0.173,0.2188,0.0251,0.5373,0.081,q,PC
6.0,9400,0.0,2.0,0.1673,0.2272,0.0696,0.4405,0.0814,q,PC
2.5,9600,0.0,2.0,0.1437,0.4632,-0.1842,1.338,0.2216,q,PC
3.0,9600,0.0,2.0,0.1656,0.3285,-0.2067,1.2126,0.1227,q,PC
3.5,9600,0.0,2.0,0.1687,0.2764,-0.1867,1.0847,0.1024,q,PC
4.0,9600,0.0,2.0,0.1687,0.2447,-0.1396,0.9245,0.0914,q,PC
4.5,9600,0.0,2.0,0.1669,0.2313,-0.0923,0.7942,0.0867,q,PC
5.0,9600,0.0,2.0,0.1644,0.2221,-0.0403,0.6627,0.0835,q,PC
5.5,9600,0.0,2.0,0.1663,0.2184,0.0164,0.5412,0.0825,q,PC
6.0,9600,0.0,2.0,0.169,0.2189,0.0696,0.4356,0.0823,q,PC
2.5,9800,0.0,2.0,0.1324,0.4875,-0.1865,1.3482,0.2477,q,PC
3.0,9800,0.0,2.0,0.1601,0.3375,-0.2114,1.2228,0.128,q,PC
3.5,9800,0.0,2.0,0.1648,0.2815,-0.195,1.1025,0.1048,q,PC
4.0,9800,0.0,2.0,0.1655,0.2473,-0.1435,0.929,0.0928,q,PC
4.5,9800,0.0,2.0,0.1631,0.2314,-0.0978,0.7981,0.0875,q,PC
5.0,9800,0.0,2.0,0.1606,0.2217,-0.046,0.6665,0.0842,q,PC
5.5,9800,0.0,2.0,0.1593,0.2181,0.0073,0.5453,0.0833,q,PC
6.0,9800,0.0,2.0,0.1624,0.2174,0.0616,0.4373,0.0841,q,PC
2.5,10000,0.0,2.0,0.1211,0.5102,-0.1894,1.3573,0.2728,q,PC
3.0,10000,0.0,2.0,0.154,0.3467,-0.2182,1.2382,0.1346,q,PC
3.5,10000,0.0,2.0,0.1605,0.2868,-0.2006,1.1122,0.1074,q,PC
4.0,10000,0.0,2.0,0.1621,0.2508,-0.1469,0.9329,0.0948,q,PC
4.5,10000,0.0,2.0,0.1602,0.2331,-0.1015,0.8017,0.0887,q,PC
5.0,10000,0.0,2.0,0.1571,0.2224,-0.0507,0.6699,0.0853,q,PC
5.5,10000,0.0,2.0,0.1549,0.218,0.0018,0.5477,0.0845,q,PC
6.0,10000,0.0,2.0,0.1575,0.2159,0.0555,0.4385,0.0856,q,PC
2.5,10200,0.0,2.0,0.1087,0.5342,-0.1927,1.3703,0.3009,q,PC
3.0,10200,0.0,2.0,0.1467,0.3573,-0.2263,1.2566,0.1445,q,PC
3.5,10200,0.0,2.0,0.1561,0.2924,-0.2055,1.12,0.11,q,PC
4.0,10200,0.0,2.0,0.1588,0.2544,-0.1503,0.9371,0.0964,q,PC
4.5,10200,0.0,2.0,0.1573,0.2352,-0.1048,0.8048,0.09,q,PC
5.0,10200,0.0,2.0,0.1539,0.2237,-0.0546,0.6728,0.0865,q,PC
5.5,10200,0.0,2.0,0.151,0.2186,-0.0031,0.5503,0.0858,q,PC
6.0,10200,0.0,2.0,0.152,0.2158,0.0486,0.4415,0.0867,q,PC
2.5,10400,0.0,2.0,0.0964,0.5566,-0.197,1.383,0.3278,q,PC
3.0,10400,0.0,2.0,0.1388,0.3678,-0.2339,1.2707,0.1573,q,PC
3.5,10400,0.0,2.0,0.1512,0.2978,-0.2105,1.1264,0.1131,q,PC
4.0,10400,0.0,2.0,0.1552,0.2583,-0.1542,0.9421,0.0982,q,PC
4.5,10400,0.0,2.0,0.1543,0.238,-0.108,0.8083,0.0914,q,PC
5.0,10400,0.0,2.0,0.151,0.2254,-0.0579,0.6754,0.0878,q,PC
5.5,10400,0.0,2.0,0.1474,0.2196,-0.0072,0.5528,0.0872,q,PC
6.0,10400,0.0,2.0,0.1459,0.217,0.0395,0.449,0.0876,q,PC
2.5,10600,0.0,2.0,0.0852,0.5753,-0.2021,1.393,0.3511,q,PC
3.0,10600,0.0,2.0,0.1307,0.3778,-0.2411,1.281,0.1721,q,PC
3.5,10600,0.0,2.0,0.146,0.3026,-0.2159,1.1326,0.1162,q,PC
4.0,10600,0.0,2.0,0.1512,0.2621,-0.1588,0.9479,0.1002,q,PC
4.5,10600,0.0,2.0,0.1512,0.241,-0.1113,0.8122,0.093,q,PC
5.0,10600,0.0,2.0,0.1481,0.2275,-0.0609,0.6781,0.0892,q,PC
5.5,10600,0.0,2.0,0.1442,0.221,-0.0107,0.555,0.0887,q,PC
6.0,10600,0.0,2.0,0.1421,0.2177,0.0308,0.4602,0.089,q,PC
2.5,10800,0.0,2.0,0.0748,0.5912,-0.208,1.4022,0.3722,q,PC
3.0,10800,0.0,2.0,0.1228,0.3864,-0.2484,1.2902,0.1878,q,PC
3.5,10800,0.0,2.0,0.1408,0.3069,-0.2221,1.1398,0.1194,q,PC
4.0,10800,0.0,2.0,0.147,0.2659,-0.1675,0.9629,0.1023,q,PC
4.5,10800,0.0,2.0,0.1479,0.244,-0.1148,0.8157,0.0946,q,PC
5.0,10800,0.0,2.0,0.1453,0.2299,-0.0639,0.6812,0.0906,q,PC
5.5,10800,0.0,2.0,0.1411,0.2228,-0.0139,0.5574,0.0902,q,PC
6.0,10800,0.0,2.0,0.1387,0.2187,0.0238,0.4688,0.0904,q,PC
2.5,11000,0.0,2.0,0.0949,0.5372,-0.2142,1.4106,0.2817,q,PC
3.0,11000,0.0,2.0,0.1153,0.3935,-0.256,1.2994,0.2024,q,PC
3.5,11000,0.0,2.0,0.1355,0.3107,-0.2305,1.1525,0.1227,q,PC
4.0,11000,0.0,2.0,0.1426,0.2695,-0.1819,0.9915,0.1043,q,PC
4.5,11000,0.0,2.0,0.1444,0.2471,-0.1218,0.8272,0.0962,q,PC
5.0,11000,0.0,2.0,0.1424,0.2322,-0.0668,0.6837,0.092,q,PC
5.5,11000,0.0,2.0,0.1383,0.2248,-0.017,0.5599,0.0917,q,PC
6.0,11000,0.0,2.0,0.1354,0.2201,0.0183,0.4752,0.0918,q,PC
2.5,11200,0.0,2.0,0.0883,0.5437,-0.2203,1.4188,0.2942,q,PC
3.0,11200,0.0,2.0,0.1088,0.3989,-0.2637,1.3097,0.215,q,PC
3.5,11200,0.0,2.0,0.1306,0.3133,-0.2433,1.1777,0.1254,q,PC
4.0,11200,0.0,2.0,0.1381,0.2727,-0.1942,1.0141,0.1062,q,PC
4.5,11200,0.0,2.0,0.1406,0.2502,-0.1388,0.8612,0.0979,q,PC
5.0,11200,0.0,2.0,0.1394,0.2346,-0.0702,0.6871,0.0934,q,PC
5.5,11200,0.0,2.0,0.1357,0.2263,-0.0198,0.5621,0.0925,q,PC
6.0,11200,0.0,2.0,0.1328,0.2245,0.0134,0.4848,0.094,q,PC
2.5,11400,0.0,2.0,0.0823,0.5502,-0.2253,1.4271,0.3049,q,PC
3.0,11400,0.0,2.0,0.1028,0.4027,-0.2726,1.3244,0.2256,q,PC
3.5,11400,0.0,2.0,0.1272,0.3062,-0.2485,1.171,0.1257,q,PC
4.0,11400,0.0,2.0,0.1338,0.2741,-0.2012,1.022,0.1077,q,PC
4.5,11400,0.0,2.0,0.1368,0.2527,-0.1507,0.8825,0.0993,q,PC
5.0,11400,0.0,2.0,0.1364,0.237,-0.074,0.6917,0.0948,q,PC
5.5,11400,0.0,2.0,0.1334,0.2312,-0.021,0.5652,0.0947,q,PC
6.0,11400,0.0,2.0,0.1299,0.2262,0.0095,0.4887,0.0953,q,PC
2.5,11600,0.0,2.0,0.0777,0.5547,-0.2292,1.4353,0.3131,q,PC
3.0,11600,0.0,2.0,0.0981,0.4043,-0.2817,1.3416,0.2334,q,PC
3.5,11600,0.0,2.0,0.1231,0.3057,-0.2585,1.186,0.1276,q,PC
4.0,11600,0.0,2.0,0.1311,0.265,-0.2069,1.0179,0.1052,q,PC
4.5,11600,0.0,2.0,0.1331,0.254,-0.1568,0.8895,0.1004,q,PC
5.0,11600,0.0,2.0,0.1339,0.2296,-0.0799,0.6908,0.092,q,PC
5.5,11600,0.0,2.0,0.1303,0.2297,-0.0261,0.568,0.0947,q,PC
6.0,11600,0.0,2.0,0.1271,0.2279,0.0048,0.4946,0.0965,q,PC
2.5,11800,0.0,2.0,0.0734,0.5594,-0.2322,1.4433,0.32,q,PC
3.0,11800,0.0,2.0,0.0939,0.4056,-0.2894,1.3547,0.2399,q,PC
3.5,11800,0.0,2.0,0.1182,0.3125,-0.2727,1.2211,0.1303,q,PC
4.0,11800,0.0,2.0,0.1276,0.2639,-0.2147,1.0263,0.1054,q,PC
4.5,11800,0.0,2.0,0.1295,0.2543,-0.1626,0.8946,0.1011,q,PC
5.0,11800,0.0,2.0,0.131,0.2296,-0.0843,0.6939,0.0923,q,PC
5.5,11800,0.0,2.0,0.1282,0.2342,-0.0281,0.5726,0.0965,q,PC
6.0,11800,0.0,2.0,0.1247,0.2292,0.0025,0.4959,0.0974,q,PC
2.5,12000,0.0,2.0,0.0697,0.5636,-0.2346,1.4503,0.3263,q,PC
3.0,12000,0.0,2.0,0.0902,0.4054,-0.2967,1.3655,0.2458,q,PC
3.5,12000,0.0,2.0,0.1151,0.3103,-0.2804,1.23,0.1305,q,PC
4.0,12000,0.0,2.0,0.1244,0.2619,-0.2218,1.0331,0.1053,q,PC
4.5,12000,0.0,2.0,0.1262,0.2536,-0.1684,0.8991,0.1013,q,PC
5.0,12000,0.0,2.0,0.1283,0.2289,-0.0899,0.6995,0.0923,q,PC
5.5,12000,0.0,2.0,0.1258,0.235,-0.0342,0.5813,0.0969,q,PC
6.0,12000,0.0,2.0,0.1221,0.2303,-0.0022,0.5016,0.0981,q,PC
2.5,2300,0.0,2.0,0.3675,0.4548,0.2997,0.6911,0.1574,r,PC
3.0,2300,0.0,2.0,0.3556,0.5033,0.3425,0.6024,0.2293,r,PC
3.5,2300,0.0,2.0,0.4194,0.44,0.406,0.5174,0.168,r,PC
4.0,2300,0.0,2.0,0.4794,0.3934,0.4707,0.4445,0.1132,r,PC
4.5,2300,0.0,2.0,0.5062,0.3636,0.4986,0.4044,0.0885,r,PC
5.0,2300,0.0,2.0,0.5189,0.3422,0.5213,0.3601,0.0913,r,PC
5.5,2300,0.0,2.0,0.4663,0.365,0.4763,0.3689,0.1142,r,PC
6.0,2300,0.0,2.0,0.4425,0.3778,0.4587,0.3695,0.1284,r,PC
2.5,2400,0.0,2.0,0.3181,0.4825,0.2453,0.7367,0.1907,r,PC
3.0,2400,0.0,2.0,0.3232,0.4905,0.28,0.6518,0.1869,r,PC
3.5,2400,0.0,2.0,0.3434,0.5106,0.3431,0.5703,0.2246,r,PC
4.0,2400,0.0,2.0,0.4167,0.4526,0.4181,0.4896,0.1508,r,PC
4.5,2400,0.0,2.0,0.4811,0.4028,0.4808,0.4315,0.1003,r,PC
5.0,2400,0.0,2.0,0.4724,0.4084,0.4802,0.4174,0.0949,r,PC
5.5,2400,0.0,2.0,0.4622,0.4012,0.4746,0.3996,0.1033,r,PC
6.0,2400,0.0,2.0,0.4391,0.4033,0.4576,0.3907,0.12,r,PC
2.5,2500,0.0,2.0,0.2807,0.4971,0.1999,0.7758,0.2242,r,PC
3.0,2500,0.0,2.0,0.2662,0.5185,0.2168,0.7001,0.2243,r,PC
3.5,2500,0.0,2.0,0.2934,0.5173,0.2728,0.6208,0.2051,r,PC
4.0,2500,0.0,2.0,0.3305,0.5219,0.3442,0.5439,0.2141,r,PC
4.5,2500,0.0,2.0,0.4037,0.4703,0.4147,0.484,0.1478,r,PC
5.0,2500,0.0,2.0,0.4671,0.4223,0.4777,0.4262,0.1002,r,PC
5.5,2500,0.0,2.0,0.4274,0.4545,0.4468,0.4423,0.1114,r,PC
6.0,2500,0.0,2.0,0.4178,0.4408,0.4406,0.4214,0.1246,r,PC
2.5,2600,0.0,2.0,0.2654,0.5016,0.1817,0.7932,0.251,r,PC
3.0,2600,0.0,2.0,0.2259,0.5326,0.1682,0.7381,0.2584,r,PC
3.5,2600,0.0,2.0,0.2412,0.5312,0.2077,0.6668,0.2228,r,PC
4.0,2600,0.0,2.0,0.2681,0.541,0.2691,0.5934,0.2181,r,PC
4.5,2600,0.0,2.0,0.3107,0.5463,0.337,0.5396,0.2164,r,PC
5.0,2600,0.0,2.0,0.3742,0.5048,0.3979,0.4918,0.1497,r,PC
5.5,2600,0.0,2.0,0.431,0.46,0.4512,0.4459,0.1103,r,PC
6.0,2600,0.0,2.0,0.4512,0.4361,0.4723,0.4175,0.1017,r,PC
2.5,2700,0.0,2.0,0.2794,0.4761,0.183,0.7976,0.2371,r,PC
3.0,2700,0.0,2.0,0.2154,0.5164,0.1389,0.763,0.2497,r,PC
3.5,2700,0.0,2.0,0.1998,0.5407,0.1578,0.6986,0.2528,r,PC
4.0,2700,0.0,2.0,0.2135,0.5541,0.206,0.6289,0.243,r,PC
4.5,2700,0.0,2.0,0.242,0.5652,0.2593,0.5824,0.2303,r,PC
5.0,2700,0.0,2.0,0.2788,0.5769,0.3177,0.5445,0.2227,r,PC
5.5,2700,0.0,2.0,0.3334,0.5418,0.3686,0.508,0.1683,r,PC
6.0,2700,0.0,2.0,0.3835,0.4992,0.4155,0.4658,0.1401,r,PC
2.5,2800,0.0,2.0,0.3081,0.4484,0.2061,0.785,0.2197,r,PC
3.0,2800,0.0,2.0,0.203,0.5267,0.1269,0.7793,0.2803,r,PC
3.5,2800,0.0,2.0,0.1819,0.5283,0.1228,0.7235,0.2503,r,PC
4.0,2800,0.0,2.0,0.1716,0.5594,0.1562,0.6551,0.2731,r,PC
4.5,2800,0.0,2.0,0.1901,0.5696,0.1999,0.6068,0.2585,r,PC
5.0,2800,0.0,2.0,0.2195,0.5817,0.252,0.5674,0.2478,r,PC
5.5,2800,0.0,2.0,0.2588,0.5747,0.3006,0.536,0.2213,r,PC
2.5,2900,0.0,2.0,0.3444,0.4216,0.2438,0.7541,0.2004,r,PC
3.0,2900,0.0,2.0,0.2148,0.5133,0.1345,0.7738,0.269,r,PC
3.5,2900,0.0,2.0,0.1656,0.5349,0.1066,0.7331,0.2777,r,PC
4.0,2900,0.0,2.0,0.1527,0.5461,0.1271,0.6625,0.2748,r,PC
4.5,2900,0.0,2.0,0.1537,0.567,0.1598,0.6141,0.2859,r,PC
5.0,2900,0.0,2.0,0.1731,0.5789,0.2016,0.5762,0.2763,r,PC
5.5,2900,0.0,2.0,0.2083,0.5813,0.2491,0.5496,0.2557,r,PC
6.0,2900,0.0,2.0,0.2563,0.5684,0.3018,0.5216,0.2233,r,PC
2.5,3000,0.0,2.0,0.3757,0.424,0.2996,0.7064,0.2213,r,PC
3.0,3000,0.0,2.0,0.2348,0.5001,0.1582,0.7492,0.2555,r,PC
3.5,3000,0.0,2.0,0.1698,0.5235,0.1094,0.7219,0.2708,r,PC
4.0,3000,0.0,2.0,0.1453,0.5309,0.1125,0.6609,0.2709,r,PC
4.5,3000,0.0,2.0,0.1361,0.5504,0.1326,0.6171,0.2901,r,PC
5.5,3000,0.0,2.0,0.1708,0.5695,0.2085,0.5462,0.2793,r,PC
6.0,3000,0.0,2.0,0.2069,0.5682,0.2539,0.522,0.2581,r,PC
2.5,3100,0.0,2.0,0.4581,0.3651,0.3903,0.6244,0.1893,r,PC
3.0,3100,0.0,2.0,0.2613,0.4847,0.1875,0.7269,0.2421,r,PC
3.5,3100,0.0,2.0,0.183,0.5101,0.1178,0.7188,0.2615,r,PC
4.0,3100,0.0,2.0,0.1475,0.516,0.1066,0.6622,0.2643,r,PC
4.5,3100,0.0,2.0,0.13,0.5314,0.1173,0.6158,0.2856,r,PC
5.0,3100,0.0,2.0,0.1315,0.5418,0.1454,0.5684,0.2897,r,PC
5.5,3100,0.0,2.0,0.1469,0.551,0.1788,0.5393,0.288,r,PC
6.0,3100,0.0,2.0,0.1714,0.5571,0.2149,0.5196,0.2782,r,PC
2.5,3200,0.0,2.0,0.4377,0.3555,0.3584,0.6454,0.2128,r,PC
3.0,3200,0.0,2.0,0.308,0.45,0.2334,0.6938,0.2211,r,PC
3.5,3200,0.0,2.0,0.2082,0.488,0.1353,0.7134,0.246,r,PC
4.0,3200,0.0,2.0,0.1604,0.4975,0.1092,0.6643,0.2528,r,PC
4.5,3200,0.0,2.0,0.1315,0.5128,0.1085,0.617,0.2771,r,PC
5.0,3200,0.0,2.0,0.1247,0.521,0.1298,0.5642,0.2838,r,PC
5.5,3200,0.0,2.0,0.1325,0.5298,0.1569,0.532,0.2856,r,PC
6.0,3200,0.0,2.0,0.1526,0.5367,0.1905,0.5097,0.2793,r,PC
2.5,3300,0.0,2.0,0.4524,0.3073,0.3491,0.661,0.2033,r,PC
3.0,3300,0.0,2.0,0.3576,0.3941,0.2719,0.6637,0.2113,r,PC
3.5,3300,0.0,2.0,0.2373,0.4646,0.163,0.6939,0.2478,r,PC
4.0,3300,0.0,2.0,0.1757,0.4827,0.1209,0.6571,0.2565,r,PC
4.5,3300,0.0,2.0,0.1423,0.491,0.1098,0.6127,0.2613,r,PC
5.0,3300,0.0,2.0,0.126,0.5007,0.1211,0.5625,0.2716,r,PC
5.5,3300,0.0,2.0,0.1262,0.5085,0.1423,0.5255,0.2748,r,PC
6.0,3300,0.0,2.0,0.1352,0.5201,0.1671,0.5041,0.2761,r,PC
2.5,3400,0.0,2.0,0.474,0.2458,0.3396,0.6688,0.1803,r,PC
3.0,3400,0.0,2.0,0.3869,0.3289,0.2783,0.6474,0.2135,r,PC
3.5,3400,0.0,2.0,0.2769,0.4186,0.194,0.6633,0.2369,r,PC
4.0,3400,0.0,2.0,0.1986,0.4585,0.1393,0.6407,0.2514,r,PC
4.5,3400,0.0,2.0,0.1531,0.4759,0.1163,0.6052,0.2597,r,PC
5.0,3400,0.0,2.0,0.1309,0.4823,0.1168,0.5606,0.2565,r,PC
5.5,3400,0.0,2.0,0.1218,0.4929,0.1315,0.5213,0.2636,r,PC
6.0,3400,0.0,2.0,0.1215,0.5073,0.1481,0.5011,0.27,r,PC
2.5,3500,0.0,2.0,0.4999,0.196,0.3472,0.6581,0.176,r,PC
3.0,3500,0.0,2.0,0.4443,0.2555,0.32,0.603,0.193,r,PC
3.5,3500,0.0,2.0,0.3279,0.3492,0.2259,0.6279,0.2031,r,PC
4.0,3500,0.0,2.0,0.2316,0.4156,0.1591,0.62,0.2192,r,PC
4.5,3500,0.0,2.0,0.1716,0.4496,0.125,0.5959,0.2352,r,PC
5.0,3500,0.0,2.0,0.1383,0.4644,0.1163,0.5566,0.2394,r,PC
5.5,3500,0.0,2.0,0.1182,0.4804,0.1223,0.5185,0.2532,r,PC
6.0,3500,0.0,2.0,0.1111,0.4951,0.1332,0.497,0.2642,r,PC
2.5,3600,0.0,2.0,0.5406,0.1387,0.3698,0.6348,0.1465,r,PC
3.0,3600,0.0,2.0,0.5081,0.1807,0.3719,0.5484,0.1846,r,PC
3.5,3600,0.0,2.0,0.3815,0.2908,0.271,0.5828,0.1875,r,PC
4.0,3600,0.0,2.0,0.268,0.3749,0.1867,0.5933,0.1956,r,PC
4.5,3600,0.0,2.0,0.1868,0.4329,0.1365,0.5847,0.2325,r,PC
5.0,3600,0.0,2.0,0.1439,0.454,0.1184,0.552,0.2349,r,PC
5.5,3600,0.0,2.0,0.119,0.4687,0.1182,0.5151,0.2409,r,PC
6.0,3600,0.0,2.0,0.1018,0.4875,0.1203,0.496,0.2585,r,PC
2.5,3700,0.0,2.0,0.5624,0.1234,0.3946,0.6121,0.1562,r,PC
3.0,3700,0.0,2.0,0.5482,0.1337,0.4031,0.517,0.1621,r,PC
3.5,3700,0.0,2.0,0.4448,0.2306,0.3295,0.5279,0.1743,r,PC
4.0,3700,0.0,2.0,0.3115,0.3356,0.2264,0.5584,0.1797,r,PC
4.5,3700,0.0,2.0,0.2081,0.4113,0.1528,0.5709,0.2175,r,PC
5.0,3700,0.0,2.0,0.1524,0.4425,0.1222,0.5482,0.2211,r,PC
5.5,3700,0.0,2.0,0.1187,0.4615,0.1153,0.5123,0.2348,r,PC
6.0,3700,0.0,2.0,0.0982,0.4794,0.1134,0.4936,0.2505,r,PC
2.5,3800,0.0,2.0,0.5702,0.1249,0.4068,0.6034,0.164,r,PC
3.0,3800,0.0,2.0,0.5592,0.1308,0.4177,0.5061,0.1711,r,PC
3.5,3800,0.0,2.0,0.5032,0.1766,0.3815,0.4817,0.1374,r,PC
4.0,3800,0.0,2.0,0.3653,0.2941,0.2796,0.5145,0.1657,r,PC
4.5,3800,0.0,2.0,0.2354,0.3904,0.1785,0.5512,0.2077,r,PC
5.0,3800,0.0,2.0,0.163,0.4298,0.1289,0.5416,0.2102,r,PC
5.5,3800,0.0,2.0,0.1207,0.4538,0.1144,0.5092,0.2263,r,PC
6.0,3800,0.0,2.0,0.0961,0.471,0.1084,0.4902,0.2436,r,PC
2.5,3900,0.0,2.0,0.5755,0.1179,0.403,0.6111,0.1205,r,PC
3.0,3900,0.0,2.0,0.5707,0.1139,0.4163,0.5109,0.1264,r,PC
3.5,3900,0.0,2.0,0.55,0.1311,0.4232,0.4418,0.1295,r,PC
4.0,3900,0.0,2.0,0.4137,0.2509,0.3257,0.4729,0.1565,r,PC
